what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1476108485103
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108485134
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108486134
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200901300802,org.eclipse.cdt.debug.mi.ui,1476108486384
started,bundle,org.eclipse.dltk.validators.ui,0.95.1.v20080707-1511,org.eclipse.dltk.validators.ui,1476108486384
started,bundle,org.eclipse.cdt.debug.core,5.0.2.200901300802,org.eclipse.cdt.debug.core,1476108486415
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200901300802,org.eclipse.cdt.debug.mi.core,1476108486415
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108486509
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108488791
started,bundle,org.eclipse.dltk.ruby.core,0.95.1.v20080920-R0951,org.eclipse.dltk.ruby.core,1476108489009
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1476108489761
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108496305
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108498617
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1476108498617
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1476108499857
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1476108500920
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108500966
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108501341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108501513
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108503170
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1476108508545
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108515619
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1476108538059
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.export,1476108538059
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.export,1476108538059
